Initializing benchmark subset...
Discovered 2000 files for benchmarking.

--- RUNTIME ANALYSIS ---
Total files scanned: 2000
Total time elapsed:  12.6704 seconds
Throughput:          157.92 files/second
Findings discovered: 7395
------------------------
         7288097 function calls (7279784 primitive calls) in 14.357 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_repair_obj_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_zugferd_profile_outparams_swigregister}
        4    0.000    0.000    0.000    0.000 message.py:633(get_default_type)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 connection.py:163(writable)
        3    0.000    0.000    0.000    0.000 dataclasses.py:179(__repr__)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 threading.py:498(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 context.py:310(ForkServerContext)
        1    0.000    0.000    0.000    0.000 process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 process.py:146(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:603(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 __init__.py:523(FileHash)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 cp037.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1006.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1140.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1254.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1255.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp500.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp775.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp850.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp855.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp860.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp864.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp869.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp037.py:17(IncrementalEncoder)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:12(Codec)
        1    0.000    0.000    0.000    0.000 euc_jp.py:12(Codec)
        1    0.000    0.000    0.000    0.000 gbk.py:12(Codec)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:12(Codec)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:12(Codec)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:12(Codec)
        1    0.000    0.000    0.000    0.000 cp862.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hz.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:14(Codec)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cmapdb.py:130(IdentityCMapByte)
        1    0.000    0.000    0.000    0.000 pdffont.py:1049(PDFTrueTypeFont)
        1    0.000    0.000    0.000    0.000 cmapdb.py:163(FileCMap)
        1    0.000    0.000    0.000    0.000 utils.py:63(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 table.py:369(Row)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:988(SingletonMeta)
        1    0.000    0.000    0.000    0.000 warnings.py:70(PydanticDeprecatedSince29)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2488(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2749(dataclass_transform)
        1    0.000    0.000    0.000    0.000 core_schema.py:2259(ValidatorFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:2156(AfterValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3853(JsonSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1372(MissingSentinelSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1941(IncExDictSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3508(ArgumentsParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 errors.py:145(PydanticSchemaGenerationError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PydanticErrorMixin)
        3    0.000    0.000    0.000    0.000 main.py:870(__pydantic_init_subclass__)
        3    0.000    0.000    0.000    0.000 main.py:893(__pydantic_on_complete__)
        1    0.000    0.000    0.000    0.000 _repr.py:22(PlainRepr)
        1    0.000    0.000    0.000    0.000 <string>:2(is_required)
        1    0.000    0.000    0.000    0.000 _decorators.py:78(RootValidatorDecoratorInfo)
        3    0.000    0.000    0.000    0.000 _decorators.py:464(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _decorators.py:467(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _fields.py:45(PydanticExtraInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:40(PydanticPluginProtocol)
        1    0.000    0.000    0.000    0.000 fields.py:92(_FieldInfoInputs)
        1    0.000    0.000    0.000    0.000 _signature.py:18(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:19(GatherResult)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:34(MissingDefinitionError)
        1    0.000    0.000    0.000    0.000 __init__.py:78(SupportsLt)
        1    0.000    0.000    0.000    0.000 fields.py:872(_EmptyKwargs)
        1    0.000    0.000    0.000    0.000 types.py:406(__hash__)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 tarfile.py:704(ExFileObject)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:16(_DupFd)
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.uchar_array_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.internal_set_error_classes}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_alloc_context_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_arc4_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_archive_handler_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_key_storable_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_store_hash_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_text_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_bitmap_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_shade_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_layout_char_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_stext_position_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_search_result_details_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_write_story_position_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_hint_shared_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_xref_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_pattern_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_resource_stack_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_vectorize_filter_options_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_filespec_params_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_pkcs7_distinguished_name_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_pkcs7_signer_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_doc_event_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_clean_options_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzBandWriter_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzColorParams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzCompressedImage_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzCompressionParams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzDocumentWriter_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzErrorStackSlot_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzFunction_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzGetoptLongOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzGlyph_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzHalftone_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzHyphContext_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzImageRaftOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzInstallLoadSystemFontFuncsArgs2_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzInt2Heap_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzJsonArray_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzJsonObject_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzLayoutChar_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzLinkDest_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzPdfocrOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzPixmapImage_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzPtrHeap_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzSearch_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzSeparations_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzShaperDataT_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStextLine_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStoreType_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStory_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzVertex_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzWarnContext_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfCmap_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfColorspaceResourceKey_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfFilterFactory2_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfFilterOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfGraftMap_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfJs_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfRecolorOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfRevPageMap_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfVectorizeFilterOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfXrefEntry_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfXrefSubsec_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzErrorLibrary_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzErrorLimit_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzErrorFormat_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_convert_color2_v_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_bitmap_details_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_buffer_storage_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_convert_separation_colors_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_deflate_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_drop_imp16_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_error_callback_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_get_pixmap_mask_from_image_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_grisu_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_lookup_builtin_font_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_lookup_cjk_font_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_lookup_cjk_font_by_language_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_lookup_noto_symbol1_font_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_match_page_number_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_deflated_data_from_buffer_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_display_list_from_svg_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_display_list_from_svg_xml_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_open_image_decomp_stream_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_open_image_decomp_stream_from_buffer_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_separation_equivalent_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_store_scavenge_external_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_subset_ttf_for_gids_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_annot_MK_BG_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_array_get_string_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_load_encoding_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_lookup_page_loc_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_lookup_substitute_font_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_parse_journal_obj_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_tos_make_trm_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_undoredo_state_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 __init__.py:2229(createLock)
        1    0.000    0.000    0.000    0.000 threading.py:832(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:124(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:153(_CallItem)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 cp1125.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1251.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1257.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp737.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp852.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp857.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp861.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp863.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp875.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1251.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hz.py:12(Codec)
        1    0.000    0.000    0.000    0.000 cp852.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp852.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp857.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 gb18030.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:12(Codec)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:12(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:9(Codec)
        1    0.000    0.000    0.000    0.000 kz1048.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 modes.py:82(ECB)
        1    0.000    0.000    0.000    0.000 warnings.py:91(PydanticDeprecatedSince212)
        1    0.000    0.000    0.000    0.000 core_schema.py:2021(NoInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2268(NoInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:455(ModelSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3617(ArgumentsV3Parameter)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 <string>:2(is_readonly)
        1    0.000    0.000    0.000    0.000 functional_validators.py:611(ModelBeforeValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:73(SupportsGe)
        1    0.000    0.000    0.000    0.000 __init__.py:83(SupportsLe)
        1    0.000    0.000    0.000    0.000 table.py:1498(CellGroup)
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_string_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_error_context_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_sha256_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_json_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_storable_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_shaper_data_t_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_pcl_options_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_pclm_options_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_lexbuf_large_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_install_load_system_font_funcs_args_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzIrect_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStorable_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfCycleList_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfFontResourceKey_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfUnsavedSig_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfXrange_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStextLineIterator_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzErrorRepaired_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.StoryPositionsCallback_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_getopt_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_keep_imp16_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_match_stext_page_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_test_device_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_read_best_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_resolve_link_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_search_display_list_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_annot_interior_color_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_field_event_validate_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_print_encrypted_obj_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_resolve_link_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_sample_shade_function_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 parse.py:314(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:333(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 threading.py:1400(_MainThread)
        1    0.000    0.000    0.000    0.000 process.py:118(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 psexceptions.py:5(PSEOF)
        1    0.000    0.000    0.000    0.000 cp1026.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1250.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1253.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1256.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp856.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp858.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp862.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp865.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp866.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp874.py:9(Codec)
        1    0.000    0.000    0.000    0.000 big5hkscs.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1258.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp775.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp775.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp850.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp858.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp949.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 gb18030.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 hz.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:9(Codec)
        1    0.000    0.000    0.000    0.000 koi8_r.py:9(Codec)
        1    0.000    0.000    0.000    0.000 koi8_t.py:10(Codec)
        1    0.000    0.000    0.000    0.000 koi8_u.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 pdffont.py:849(PDFFontError)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(AlreadyUpdated)
        1    0.000    0.000    0.000    0.000 warnings.py:63(PydanticDeprecatedSince26)
        1    0.000    0.000    0.000    0.000 warnings.py:77(PydanticDeprecatedSince210)
        1    0.000    0.000    0.000    0.000 warnings.py:84(PydanticDeprecatedSince211)
        1    0.000    0.000    0.000    0.000 version.py:77(check_pydantic_core_version)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 core_schema.py:436(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2047(BeforeValidatorFunctionSchema)
